date,store_nbr,transactions
20130108,15,1330
20130108,16,1009
20130108,17,1197
20130108,18,1388
20130108,19,1013
20130108,2,1856
20130108,23,1143
20130108,24,2349
20130108,25,626
20130108,26,729
20130108,27,999
20130108,28,877
20130108,3,2826
20130108,30,701
20130108,31,1200
20130108,32,641
20130108,33,1164
20130108,34,2272
20130108,35,555
20130108,37,1366
20130108,38,1331
20130108,39,1417
20130108,4,1397
20130108,40,1090
20130108,41,764
20130108,43,1155
20130108,44,3593
20130108,45,3102
20130108,46,3061
20130108,47,3185
20130108,48,2320
20130108,49,1609
20130108,5,1504
20130108,50,2251
20130108,51,1613
20130108,54,729
20130108,6,1555
20130108,7,1524
20130108,8,2639
20130108,9,2206
20130109,1,1910
20130109,10,930
20130109,11,2230
20130109,12,1108
20130109,13,831
20130109,14,1591
20130109,15,1276
20130109,16,923
20130109,17,1110
20130109,18,1206
20130109,19,960
20130109,2,1975
20130109,23,1127
20130109,24,2354
20130109,25,755
20130109,26,738
20130109,27,1033
20130109,28,645
20130109,3,2932
20130109,30,627
20130109,31,1007
20130109,32,591
20130109,33,976
20130109,34,2101
20130109,35,539
20130109,37,1544
20130109,38,1525
20130109,39,1219
20130109,4,1533
20130109,40,939
20130109,41,749
20130109,43,1000
20130109,44,4006
20130109,45,3268
20130109,46,2989
20130109,47,3370
20130109,48,2316
20130109,49,1776
20130109,5,1513
20130109,50,2228
20130109,51,1786
20130109,54,730
20130109,6,1702
20130109,7,1525
20130109,8,2802
20130109,9,1976
20130110,1,1679
20130110,10,925
20130110,11,2274
20130110,12,1121
20130110,13,877
20130110,14,1423
20130110,15,1317
20130110,16,889
20130110,17,1141
20130110,18,1219
20130110,19,960
20130110,2,1761
20130110,23,1024
20130110,24,2226
20130110,25,632
20130110,26,710
20130110,27,900
20130110,28,700
20130110,3,2649
20130110,30,693
20130110,31,1001
20130110,32,603
20130110,33,868
20130110,34,2079
20130110,35,553
20130110,37,1323
20130110,38,1323
20130110,39,1209
20130110,4,1326
20130110,40,944
20130110,41,649
20130110,43,967
20130110,44,3323
20130110,45,2697
20130110,46,2627
20130110,47,2982
20130110,48,2212
20130110,49,1481
20130110,5,1449
20130110,50,2052
20130110,51,1515
20130110,54,684
20130110,6,1422
20130110,7,1487
20130110,8,2545
20130110,9,1942
20130111,1,1813
20130111,10,877
20130111,11,2053
20130111,12,1072
20130111,13,825
20130111,14,1412
20130111,15,1168
20130111,16,912
20130111,17,986
20130111,18,1221
20130111,19,999
20130111,2,1786
20130111,23,1046
20130111,24,2350
20130111,25,979
20130111,26,725
20130111,27,856
20130111,28,618
20130111,3,2954
20130111,30,623
20130111,31,1011
20130111,32,641
20130111,33,893
20130111,34,2407
20130111,35,538
20130111,37,1447
20130111,38,1557
20130111,39,1163
20130111,4,1398
20130111,40,970
20130111,41,686
20130111,43,1264
20130111,44,3873
20130111,45,3083
20130111,46,2892
20130111,47,3312
20130111,48,2396
20130111,49,1768
20130111,5,1446
20130111,50,2226
20130111,51,1658
20130111,54,766
20130111,6,1563
20130111,7,1497
20130111,8,2858
20130111,9,1750
20130112,1,1473
20130112,10,1120
20130112,11,2603
20130112,12,1241
20130112,13,1179
20130112,14,1939
20130112,15,1396
20130112,16,1045
20130112,17,1385
20130112,18,1217
20130112,19,1521
20130112,2,1998
20130112,23,1208
20130112,24,2346
20130112,25,1368
20130112,26,907
20130112,27,1330
20130112,28,890
20130112,3,3407
20130112,30,702
20130112,31,1262
20130112,32,822
20130112,33,1108
20130112,34,2591
20130112,35,750
20130112,37,1622
20130112,38,2142
20130112,39,1518
20130112,4,1543
20130112,40,1039
20130112,41,861
20130112,43,1142
20130112,44,4423
20130112,45,3927
20130112,46,4263
20130112,47,4278
20130112,48,3355
20130112,49,2309
20130112,5,1553
20130112,50,3258
20130112,51,1873
20130112,54,954
20130112,6,2020
20130112,7,1416
20130112,8,2936
20130112,9,2271
20130113,1,542
20130113,10,1013
20130113,11,2875
20130113,12,1166
20130113,13,858
20130113,14,1317
20130113,15,1122
20130113,16,1260
20130113,17,1441
20130113,18,1376
20130113,19,1269
20130113,2,1988
20130113,23,1187
20130113,24,2001
20130113,25,748
20130113,26,963
20130113,27,1575
20130113,28,1197
20130113,3,3217
20130113,30,686
20130113,31,1467
20130113,32,753
20130113,33,1207
20130113,34,2381
20130113,35,657
20130113,37,1210
20130113,38,2256
20130113,39,1630
20130113,4,1873
20130113,40,1048
20130113,41,1120
20130113,43,1145
20130113,44,4676
20130113,45,4345
20130113,46,4713
20130113,47,4796
20130113,48,3993
20130113,49,2662
20130113,5,1510
20130113,50,3261
20130113,51,1808
20130113,54,1225
20130113,6,2219
20130113,7,1328
20130113,8,2765
20130113,9,2457
20130114,1,1780
20130114,10,1000
20130114,11,2056
20130114,12,1147
20130114,13,869
20130114,14,1700
20130114,15,1368
20130114,16,977
20130114,17,1209
20130114,18,1314
20130114,19,1115
20130114,2,1713
20130114,23,1138
20130114,24,2341
20130114,25,664
20130114,26,758
20130114,27,1005
20130114,28,754
20130114,3,2785
20130114,30,690
20130114,31,1181
20130114,32,644
20130114,33,1008
20130114,34,2246
20130114,35,579
20130114,37,1305
20130114,38,1502
20130114,39,1248
20130114,4,1321
20130114,40,1109
20130114,41,739
20130114,43,1091
20130114,44,3450
20130114,45,2937
20130114,46,2780
20130114,47,3145
20130114,48,2223
20130114,49,1525
20130114,5,1457
20130114,50,2150
20130114,51,1491
20130114,54,759
20130114,6,1545
20130114,7,1629
20130114,8,2622
20130114,9,2009
20130115,1,1680
20130115,10,1070
20130115,11,2152
20130115,12,1180
20130115,13,871
20130115,14,1554
20130115,15,1319
20130115,16,1001
20130115,17,1216
20130115,18,1350
20130115,19,1042
20130115,2,1806
20130115,23,1075
20130115,24,2338
20130115,25,644
20130115,26,787
20130115,27,953
20130115,28,846
20130115,3,2757
20130115,30,754
20130115,31,1184
20130115,32,683
20130115,33,1062
20130115,34,2285
20130115,35,619
20130115,37,1406
20130115,38,1395
20130115,39,1318
20130115,4,1385
20130115,40,1153
20130115,41,693
20130115,43,1123
20130115,44,3527
20130115,45,3016
20130115,46,2973
20130115,47,3305
20130115,48,2275
20130115,49,1571
20130115,5,1450
20130115,50,2001
20130115,51,1604
20130115,54,768
20130115,6,1619
20130115,7,1603
20130115,8,2558
20130115,9,2163
20130116,1,1933
20130116,10,973
20130116,11,2060
20130116,12,1068
20130116,13,767
20130116,14,1406
20130116,15,1222
20130116,16,782
20130116,17,1127
20130116,18,1313
20130116,19,986
20130116,2,1988
20130116,23,1124
20130116,24,2555
20130116,25,775
20130116,26,786
20130116,27,1070
20130116,28,678
20130116,3,3108
20130116,30,678
20130116,31,1096
20130116,32,648
20130116,33,1010
20130116,34,2218
20130116,35,597
20130116,37,1495
20130116,38,1483
20130116,39,1047
20130116,4,1557
20130116,40,978
20130116,41,736
20130116,43,1037
20130116,44,4026
20130116,45,3183
20130116,46,3034
20130116,47,3406
20130116,48,2343
20130116,49,1780
20130116,5,1461
20130116,50,2302
20130116,51,1852
20130116,54,686
20130116,6,1677
20130116,7,1619
20130116,8,2820
20130116,9,1981
20130117,1,1786
20130117,10,960
20130117,11,2167
20130117,12,1186
20130117,13,794
20130117,14,1420
20130117,15,1274
20130117,16,973
20130117,17,1128
20130117,18,1249
20130117,19,977
20130117,2,1672
20130117,23,1089
20130117,24,2557
20130117,25,640
20130117,26,818
20130117,27,1037
20130117,28,820
20130117,3,2653
20130117,30,790
20130117,31,1161
20130117,32,726
20130117,33,961
20130117,34,2315
20130117,35,555
20130117,37,1258
20130117,38,1342
20130117,39,1194
20130117,4,1296
20130117,40,942
20130117,41,728
20130117,43,1011
20130117,44,3412
20130117,45,2773
20130117,46,2807
20130117,47,3217
20130117,48,2234
20130117,49,1568
20130117,5,1458
20130117,50,2012
20130117,51,1551
20130117,54,727
20130117,6,1547
20130117,7,1565
20130117,8,2591
20130117,9,1932
20130118,1,1745
20130118,10,852
20130118,11,2133
20130118,12,1039
20130118,13,803
20130118,14,1305
20130118,15,1157
20130118,16,906
20130118,17,1035
20130118,18,1209
20130118,19,923
20130118,2,1901
20130118,23,1071
20130118,24,2559
20130118,25,971
20130118,26,822
20130118,27,1034
20130118,28,709
20130118,3,2936
20130118,30,696
20130118,31,1044
20130118,32,619
20130118,33,860
20130118,34,2510
20130118,35,519
20130118,37,1458
20130118,38,1591
20130118,39,1162
20130118,4,1493
20130118,40,944
20130118,41,727
20130118,43,1323
20130118,44,3801
20130118,45,3263
20130118,46,2907
20130118,47,3302
20130118,48,2341
20130118,49,1804
20130118,5,1378
20130118,50,2242
20130118,51,1796
20130118,54,779
20130118,6,1548
20130118,7,1749
20130118,8,2766
20130118,9,1639
20130119,1,1389
20130119,10,1372
20130119,11,2569
20130119,12,1319
20130119,13,1140
20130119,14,2031
20130119,15,1390
20130119,16,1022
20130119,17,1440
20130119,18,1362
20130119,19,1735
20130119,2,2043
20130119,23,1231
20130119,24,2487
20130119,25,1494
20130119,26,961
20130119,27,1382
20130119,28,996
20130119,3,3453
20130119,30,715
20130119,31,1386
20130119,32,770
20130119,33,1201
20130119,34,2695
20130119,35,816
20130119,37,1630
20130119,38,2154
20130119,39,1633
20130119,4,1705
20130119,40,1034
20130119,41,952
20130119,43,1127
20130119,44,4656
20130119,45,3984
20130119,46,4372
20130119,47,4377
20130119,48,3392
20130119,49,2469
20130119,5,1517
20130119,50,3426
20130119,51,1830
20130119,54,908
20130119,6,2132
20130119,7,1581
20130119,8,2944
20130119,9,2336
20130120,1,507
20130120,10,1162
20130120,11,2597
20130120,12,1211
20130120,13,947
20130120,14,1333
20130120,15,1110
20130120,16,1184
20130120,17,1419
20130120,18,1347
20130120,19,1142
20130120,2,2006
20130120,23,1099
20130120,24,1908
20130120,25,816
20130120,26,986
20130120,27,1515
20130120,28,1179
20130120,3,3466
20130120,30,616
20130120,31,1389
20130120,32,801
20130120,33,1133
20130120,34,2324
20130120,35,697
20130120,37,1233
20130120,38,2294
20130120,39,1582
20130120,4,1742
20130120,40,924
20130120,41,1020
20130120,43,1061
20130120,44,4732
20130120,45,4169
20130120,46,4696
20130120,47,4877
20130120,48,4044
20130120,49,2536
20130120,5,1596
20130120,50,3195
20130120,51,1756
20130120,54,1178
20130120,6,2202
20130120,7,1368
20130120,8,2755
20130120,9,2427
20130121,1,1770
20130121,10,1200
20130121,11,2200
20130121,12,1156
20130121,13,864
20130121,14,1934
20130121,15,1439
20130121,16,1000
20130121,17,1310
20130121,18,1306
20130121,19,1158
20130121,2,1864
20130121,23,1161
20130121,24,2391
20130121,25,754
20130121,26,730
20130121,27,1018
20130121,28,708
20130121,3,2930
20130121,30,692
20130121,31,1184
20130121,32,667
20130121,33,1046
20130121,34,2379
20130121,35,509
20130121,37,1370
20130121,38,1414
20130121,39,1325
20130121,4,1458
20130121,40,1169
20130121,41,715
20130121,43,1124
20130121,44,3508
20130121,45,3134
20130121,46,3186
20130121,47,3335
20130121,48,2428
20130121,49,1557
20130121,5,1506
20130121,50,2227
20130121,51,1548
20130121,54,788
20130121,6,1602
20130121,7,1649
20130121,8,2688
20130121,9,2149
20130122,1,1762
20130122,10,1109
20130122,11,2128
20130122,12,1145
20130122,13,903
20130122,14,1558
20130122,14,1558
20130122,14,-1558
20130122,15,1270
20130122,16,933
20130122,17,1310
20130122,18,1362
20130122,19,1017
20130122,2,1794
20130122,23,1085
20130122,24,2293
20130122,25,692
20130122,26,690
20130122,27,969
20130122,28,819
20130122,3,2721
20130122,30,752
20130122,31,1185
20130122,32,668
20130122,33,1096
20130122,34,2221
20130122,35,627
20130122,37,1299
20130122,38,1317
20130122,39,1258
20130122,4,1285
20130122,40,1017
20130122,41,646
20130122,43,1055
20130122,44,3349
20130122,45,2759
20130122,46,2786
20130122,47,2973
20130122,48,2130
20130122,49,1500
20130122,5,1459
20130122,50,2182
20130122,51,1489
20130122,54,768
20130122,6,1584
20130122,7,1583
20130122,8,2491
20130122,9,1949
20130123,1,1873
20130123,10,1023
20130123,11,2063
20130123,12,1142
20130123,13,797
20130123,14,1490
20130123,15,1245
20130123,16,908
20130123,17,1082
20130123,18,1231
20130123,19,1078
20130123,2,1951
20130123,23,1178
20130123,24,2501
20130123,25,795
20130123,26,681
20130123,27,1034
20130123,28,674
20130123,3,2911
20130123,30,655
20130123,31,952
20130123,32,565
20130123,33,1011
20130123,34,2071
20130123,35,538
20130123,37,1437
20130123,38,1495
20130123,39,1094
20130123,4,1465
20130123,40,886
20130123,41,722
20130123,43,1019
20130123,44,3704
20130123,45,2872
20130123,46,2901
20130123,47,3207
20130123,48,2179
20130123,49,1606
20130123,5,1461
20130123,50,2186
20130123,51,1683
20130123,54,690
20130123,6,1740
20130123,7,1657
20130123,8,2625
20130123,9,1741
20130124,1,1616
20130124,10,883
20130124,11,2004
20130124,12,1057
20130124,13,746
20130124,14,1456
20130124,15,1178
20130124,16,857
20130124,17,990
20130124,18,1222
20130124,19,861
20130124,2,1691
20130124,23,1056
20130124,24,2275
20130124,25,691
20130124,26,660
20130124,27,976
20130124,28,701
20130124,3,2503
20130124,30,682
20130124,31,1067
20130124,32,680
20130124,33,862
20130124,34,2043
20130124,35,511
20130124,37,1245
20130124,38,1224
20130124,39,1072
20130124,4,1245
20130124,40,923
20130124,41,693
20130124,43,970
20130124,44,3121
20130124,45,2592
20130124,46,2623
20130124,47,2738
20130124,48,1972
20130124,49,1468
20130124,5,1319
20130124,50,2011
20130124,51,1437
20130124,54,617
20130124,6,1432
20130124,7,1523
20130124,8,2482
20130124,9,1730
20130125,1,1770
20130125,10,938
20130125,11,2029
20130125,12,1043
20130125,13,780
20130125,14,1405
20130125,15,1189
20130125,16,890
20130125,17,1043
20130125,18,1190
20130125,19,944
20130125,2,1949
20130125,23,1144
20130125,24,2586
20130125,25,1041
20130125,26,694
20130125,27,1003
20130125,28,676
20130125,3,2943
20130125,30,711
20130125,31,1067
20130125,32,679
20130125,33,815
20130125,34,2472
20130125,35,584
20130125,37,1500
20130125,38,1473
20130125,39,1090
20130125,4,1498
20130125,40,892
20130125,41,750
20130125,43,1286
20130125,44,3751
20130125,45,3172
20130125,46,3109
20130125,47,3213
20130125,48,2262
20130125,49,1805
20130125,5,1447
20130125,50,2264
20130125,51,1709
20130125,54,631
20130125,6,1620
20130125,7,1758
20130125,8,2748
20130125,9,1710
20130126,1,1295
20130126,10,1393
20130126,11,2361
20130126,12,1274
20130126,13,1196
20130126,14,1969
20130126,15,1390
20130126,16,1105
20130126,17,1557
20130126,18,1296
20130126,19,1646
20130126,2,1993
20130126,23,1203
20130126,24,2358
20130126,25,1635
20130126,26,862
20130126,27,1341
20130126,28,963
20130126,3,3394
20130126,30,751
20130126,31,1313
20130126,32,867
20130126,33,949
20130126,34,2715
20130126,35,752
20130126,37,1477
20130126,38,2280
20130126,39,1637
20130126,4,1750
20130126,40,1055
20130126,41,978
20130126,43,1147
20130126,44,4812
20130126,45,4168
20130126,46,4364
20130126,47,4363
20130126,48,3628
20130126,49,2503
20130126,5,1540
20130126,50,3221
20130126,51,1814
20130126,54,917
20130126,6,2026
20130126,7,1606
20130126,8,2854
20130126,9,2304
20130127,1,542
20130127,10,1155
20130127,11,2539
20130127,12,1190
20130127,13,901
20130127,14,1266
20130127,15,1078
20130127,16,1180
20130127,17,1372
20130127,18,1387
20130127,19,1266
20130127,2,1937
20130127,23,1107
20130127,24,1813
20130127,25,845
20130127,26,890
20130127,27,1534
20130127,28,1131
20130127,3,3355
20130127,30,622
20130127,31,1204
20130127,32,702
20130127,33,1165
20130127,34,2381
20130127,35,650
20130127,37,1204
20130127,38,2331
20130127,39,1603
20130127,4,1799
20130127,40,954
20130127,41,1126
20130127,43,982
20130127,44,4648
20130127,45,4131
20130127,46,4494
20130127,47,4641
20130127,48,3977
20130127,49,2413
20130127,5,1412
20130127,50,3117
20130127,51,1707
20130127,54,1212
20130127,6,2101
20130127,7,1299
20130127,8,2715
20130127,9,2226
20130128,1,1738
20130128,10,1217
20130128,11,2003
20130128,12,1180
20130128,13,923
20130128,14,1597
20130128,15,1356
20130128,16,1004
20130128,17,1231
20130128,18,1298
20130128,19,1120
20130128,2,1782
20130128,23,1135
20130128,24,2379
20130128,25,714
20130128,26,702
20130128,27,1052
20130128,28,755
20130128,3,2681
20130128,30,680
20130128,31,1123
20130128,32,706
20130128,33,1141
20130128,34,2345
20130128,35,627
20130128,37,1368
20130128,38,1350
20130128,39,1228
20130128,4,1423
20130128,40,1048
20130128,41,740
20130128,43,1136
20130128,44,3392
20130128,45,2872
20130128,46,2797
20130128,47,3150
20130128,48,2308
20130128,49,1507
20130128,5,1451
20130128,50,2110
20130128,51,1522
20130128,54,821
20130128,6,1608
20130128,7,1588
20130128,8,2622
20130128,9,1859
20130129,1,1772
20130129,10,1170
20130129,11,2095
20130129,12,1177
20130129,13,884
20130129,14,1555
20130129,15,1343
20130129,16,995
20130129,17,1266
20130129,18,1380
20130129,19,1028
20130129,2,1794
20130129,23,1139
20130129,24,2261
20130129,25,664
20130129,26,704
20130129,27,931
20130129,28,815
20130129,3,2630
20130129,30,763
20130129,31,1120
20130129,32,656
20130129,33,1049
20130129,34,2306
20130129,35,542
20130129,37,1273
20130129,38,1337
20130129,39,1196
20130129,4,1327
20130129,40,1040
20130129,41,680
20130129,43,1084
20130129,44,3317
20130129,45,2867
20130129,46,2723
20130129,47,2939
20130129,48,2134
20130129,49,1516
20130129,5,1340
20130129,50,1998
20130129,51,1438
20130129,54,729
20130129,6,1447
20130129,7,1611
20130129,8,2545
20130129,9,1855
20130130,1,1877
20130130,10,1049
20130130,11,2031
20130130,12,1150
20130130,13,762
20130130,14,1320
20130130,15,1232
20130130,16,885
20130130,17,1108
20130130,18,1269
20130130,19,1095
20130130,2,2051
20130130,23,1197
20130130,24,2480
20130130,25,868
20130130,26,748
20130130,27,1057
20130130,28,710
20130130,3,3035
20130130,30,684
20130130,31,1058
20130130,32,575
20130130,33,957
20130130,34,2042
20130130,35,507
20130130,37,1467
20130130,38,1424
20130130,39,1166
20130130,4,1536
20130130,40,952
20130130,41,693
20130130,43,1055
20130130,44,3852
20130130,45,3022
20130130,46,3005
20130130,47,3258
20130130,48,2207
20130130,49,1619
20130130,5,1422
20130130,50,2130
20130130,51,1704
20130130,54,692
20130130,6,1636
20130130,7,1698
20130130,8,2799
20130130,9,1804
20130131,1,1707
20130131,10,1068
20130131,11,2177
20130131,12,1086
20130131,13,845
20130131,14,1435
20130131,15,1234
20130131,16,886
20130131,17,1093
20130131,18,1322
20130131,19,962
20130131,2,1867
20130131,23,1139
20130131,24,2316
20130131,25,714
20130131,26,776
20130131,27,957
20130131,28,823
20130131,3,2790
20130131,30,698
20130131,31,1159
20130131,32,720
20130131,33,1009
20130131,34,2258
20130131,35,596
20130131,37,1413
20130131,38,1442
20130131,39,1218
20130131,4,1286
20130131,40,911
20130131,41,728
20130131,43,1047
20130131,44,3509
20130131,45,3002
20130131,46,3042
20130131,47,3294
20130131,48,2432
20130131,49,1573
20130131,5,1447
20130131,50,2153
20130131,51,1524
20130131,54,714
20130131,6,1558
20130131,7,1724
20130131,8,2605
20130131,9,2009
20130201,1,1806
20130201,10,1085
20130201,11,2476
20130201,12,1152
20130201,13,897
20130201,14,1414
20130201,15,1196
20130201,16,909
20130201,17,1143
20130201,18,1234
20130201,19,1084
20130201,2,1977
20130201,23,1125
20130201,24,2562
20130201,25,1151
20130201,26,894
20130201,27,1051
20130201,28,829
20130201,3,3230
20130201,30,714
20130201,31,1098
20130201,32,749
20130201,33,933
20130201,34,2747
20130201,35,757
20130201,37,1611
20130201,38,1607
20130201,39,1359
20130201,4,1520
20130201,40,998
20130201,41,751
20130201,43,1499
20130201,44,4064
20130201,45,3488
20130201,46,3521
20130201,47,3720
20130201,48,2911
20130201,49,1872
20130201,5,1564
20130201,50,2465
20130201,51,1880
20130201,54,717
20130201,6,1689
20130201,7,1935
20130201,8,2887
20130201,9,2031
20130202,1,1377
20130202,10,1453
20130202,11,3180
20130202,12,1263
20130202,13,1269
20130202,14,2077
20130202,15,1484
20130202,16,1268
20130202,17,1627
20130202,18,1377
20130202,19,1801
20130202,2,2154
20130202,23,1186
20130202,24,2758
20130202,25,1882
20130202,26,1322
20130202,27,1453
20130202,28,1079
20130202,3,3648
20130202,30,859
20130202,31,1625
20130202,32,960
20130202,33,1345
20130202,34,2877
20130202,35,1019
20130202,37,1654
20130202,38,2414
20130202,39,1805
20130202,4,1851
20130202,40,1182
20130202,41,1058
20130202,43,1306
20130202,44,5166
20130202,45,4328
20130202,46,4902
20130202,47,5021
20130202,48,4118
20130202,49,2493
20130202,5,1782
20130202,50,3216
20130202,51,1942
20130202,54,1050
20130202,6,2256
20130202,7,1681
20130202,8,3061
20130202,9,2718
20130203,1,531
20130203,10,1166
20130203,11,2882
20130203,12,1182
20130203,13,933
20130203,14,1212
20130203,15,1010
20130203,16,1274
20130203,17,1369
20130203,18,1326
20130203,19,1106
20130203,2,1884
20130203,23,1104
20130203,24,2019
20130203,25,1058
20130203,26,1171
20130203,27,1604
20130203,28,1241
20130203,3,3391
20130203,30,653
20130203,31,1470
20130203,32,812
20130203,33,1270
20130203,34,2593
20130203,35,856
20130203,37,1180
20130203,38,2281
20130203,39,1591
20130203,4,1777
20130203,40,1035
20130203,41,1204
20130203,43,1112
20130203,44,4736
20130203,45,4198
20130203,46,4794
20130203,47,4935
20130203,48,4193
20130203,49,2590
20130203,5,1477
20130203,50,3216
20130203,51,1798
20130203,54,1196
20130203,6,2152
20130203,7,1304
20130203,8,2624
20130203,9,2516
20130204,1,1714
20130204,10,1127
20130204,11,2439
20130204,12,1182
20130204,13,951
20130204,14,1693
20130204,15,1379
20130204,16,1079
20130204,17,1158
20130204,18,1224
20130204,19,1249
20130204,2,1704
20130204,23,1157
20130204,24,2308
20130204,25,930
20130204,26,707
20130204,27,1074
20130204,28,744
20130204,3,2779
20130204,30,663
20130204,31,1319
20130204,32,765
20130204,33,1177
20130204,34,2507
20130204,35,749
20130204,37,1318
20130204,38,1507
20130204,39,1309
20130204,4,1267
20130204,40,1179
20130204,41,826
20130204,43,1206
20130204,44,3459
20130204,45,3305
20130204,46,3382
20130204,47,3749
20130204,48,2840
20130204,49,1710
20130204,5,1615
20130204,50,2521
20130204,51,1545
20130204,54,829
20130204,6,1590
20130204,7,1504
20130204,8,2587
20130204,9,2304
20130205,1,1775
20130205,10,1362
20130205,11,2790
20130205,12,1183
20130205,13,940
20130205,14,1642
20130205,15,1330
20130205,16,945
20130205,17,1374
20130205,18,1422
20130205,19,1277
20130205,2,1796
20130205,23,1146
20130205,24,2425
20130205,25,874
20130205,26,791
20130205,27,978
20130205,28,887
20130205,3,2804
20130205,30,722
20130205,31,1175
20130205,32,703
20130205,33,1182
20130205,34,2458
